term	code
intentional amoxapine poisoning	X61.99
intentional butriptyline poisoning	X61.99
intentional clomipramine poisoning	X61.99
intentional desipramine poisoning	X61.99
intentional dothiepin poisoning	X61.99
intentional dosulepin poisoning	X61.99
intentional imipramine poisoning	X61.99
intentional iprindole poisoning	X61.99
intentional lofepramine poisoning	X61.99
intentional nortriptyline poisoning	X61.99
intentional protriptyline poisoning	X61.99
intentional trimipramine poisoning	X61.99
intentional phenelzine poisoning	X61.99
intentional iproniazid poisoning	X61.99
intentional moclobemide poisoning	X61.99
intentional venlafaxine poisoning	X61.99
intentional sertraline poisoning	X61.99
intentional paroxetine poisoning	X61.99
intentional nefazodone poisoning	X61.99
intentional citalopram poisoning	X61.99
intentional fluoxetine poisoning	X61.99
intentional fluvoxamine poisoning	X61.99
intentional maprotiline poisoning	X61.99
intentional mianserin poisoning	X61.99
intentional trazodone poisoning	X61.99
intentional viloxazine poisoning	X61.99
intentional beclamide poisoning	X61.99
intentional lamotrigine poisoning	X61.99
intentional piracetam poisoning	X61.99
intentional gabapentin poisoning	X61.99
intentional methylphenobarbitone poisoning	X61.99
intentional methylphenobarbital poisoning	X61.99
intentional phenobarbitone poisoning	X61.99
intentional phenobarbital poisoning	X61.99
intentional primidone poisoning	X61.99
intentional poisoning caused by carbamazepine	X61.99
intentional poisoning by carbamazepine	X61.99
intentional vigabatrin poisoning	X61.99
intentional phenytoin poisoning	X61.99
intentional succinimide poisoning	X61.99
intentional ethosuximide poisoning	X61.99
intentional phensuximide poisoning	X61.99
intentional clonazepam poisoning	X61.99
intentional zopiclone poisoning	X61.99
intentional zolpidem poisoning	X61.99
intentional paraldehyde poisoning	X61.99
intentional amylobarbitone poisoning	X61.99
intentional butabarbitone poisoning	X61.99
intentional cyclobarbitone poisoning	X61.99
intentional quinalbarbitone poisoning	X61.99
intentional secobarbital poisoning	X61.99
intentional barbitone poisoning	X61.99
intentional pentobarbitone poisoning	X61.99
intentional flunitrazepam poisoning	X61.99
intentional flurazepam poisoning	X61.99
intentional loprazolam poisoning	X61.99
intentional lormetazepam poisoning	X61.99
intentional nitrazepam poisoning	X61.99
intentional triazolam poisoning	X61.99
intentional alprazolam poisoning	X61.99
intentional bromazepam poisoning	X61.99
intentional chlordiazepoxide poisoning	X61.99
intentional ketazolam poisoning	X61.99
intentional medazepam poisoning	X61.99
intentional oxazepam poisoning	X61.99
intentional prazepam poisoning	X61.99
intentional midazolam poisoning	X61.99
intentional diazepam poisoning	X61.99
intentional lorazepam poisoning	X61.99
intentional poisoning caused by temazepam	X61.99
intentional poisoning by temazepam	X61.99
intentional meprobamate poisoning	X61.99
intentional chloral hydrate poisoning	X61.99
intentional dichloralphenazone poisoning	X61.99
intentional buspirone poisoning	X61.99
intentional chlormethiazole poisoning	X61.99
intentional clomethiazole poisoning	X61.99
intentional sulpiride poisoning	X61.99
intentional loxapine poisoning	X61.99
intentional clozapine poisoning	X61.99
intentional risperidone poisoning	X61.99
intentional tetrabenazine poisoning	X61.99
intentional benperidol poisoning	X61.99
intentional trifluperidol poisoning	X61.99
intentional haloperidol poisoning	X61.99
intentional droperidol poisoning	X61.99
intentional pimozide poisoning	X61.99
intentional fluspirilene poisoning	X61.99
intentional chlorprothixene poisoning	X61.99
intentional flupenthixol decanoate poisoning	X61.99
intentional flupentixol decanoate poisoning	X61.99
intentional zuclopenthixol decanoate poisoning	X61.99
intentional zuclopenthixol poisoning	X61.99
intentional flupenthixol poisoning	X61.99
intentional flupentixol poisoning	X61.99
intentional oxypertine poisoning	X61.99
intentional remoxipride poisoning	X61.99
intentional selegiline poisoning	X61.99
intentional caffeine poisoning	X61.99
intentional levodopa overdose	X61.99
intentional amantadine overdose	X61.99
intentional lisuride overdose	X61.99
intentional bromocriptine overdose	X61.99
intentional butriptyline overdose	X61.99
intentional clomipramine overdose	X61.99
intentional desipramine overdose	X61.99
intentional dothiepin overdose	X61.99
intentional dosulepin overdose	X61.99
intentional doxepin overdose	X61.99
intentional iprindole overdose	X61.99
intentional lofepramine overdose	X61.99
intentional nortriptyline overdose	X61.99
intentional protriptyline overdose	X61.99
intentional trimipramine overdose	X61.99
intentional phenelzine overdose	X61.99
intentional iproniazid overdose	X61.99
intentional tranylcypromine overdose	X61.99
intentional moclobemide overdose	X61.99
intentional venlafaxine overdose	X61.99
intentional sertraline overdose	X61.99
intentional nefazodone overdose	X61.99
intentional citalopram overdose	X61.99
intentional fluoxetine overdose	X61.99
intentional fluvoxamine overdose	X61.99
intentional maprotiline overdose	X61.99
intentional mianserin overdose	X61.99
intentional trazodone overdose	X61.99
intentional viloxazine overdose	X61.99
intentional beclamide overdose	X61.99
intentional lamotrigine overdose	X61.99
intentional piracetam overdose	X61.99
intentional gabapentin overdose	X61.99
intentional methylphenobarbitone overdose	X61.99
intentional methylphenobarbital overdose	X61.99
intentional phenobarbitone overdose	X61.99
intentional phenobarbital overdose	X61.99
intentional primidone overdose	X61.99
intentional overdose by carbamazepine	X61.99
intentional vigabatrin overdose	X61.99
intentional phenytoin overdose	X61.99
intentional ethosuximide overdose	X61.99
intentional clonazepam overdose	X61.99
intentional zopiclone overdose	X61.99
intentional zolpidem overdose	X61.99
intentional methyprylone overdose	X61.99
intentional amylobarbitone overdose	X61.99
intentional amobarbital overdose	X61.99
intentional butabarbitone overdose	X61.99
intentional cyclobarbitone overdose	X61.99
intentional quinalbarbitone overdose	X61.99
intentional secobarbital overdose	X61.99
intentional flunitrazepam overdose	X61.99
intentional flurazepam overdose	X61.99
intentional loprazolam overdose	X61.99
intentional lormetazepam overdose	X61.99
intentional nitrazepam overdose	X61.99
intentional triazolam overdose	X61.99
intentional alprazolam overdose	X61.99
intentional bromazepam overdose	X61.99
intentional clobazam overdose	X61.99
intentional ketazolam overdose	X61.99
intentional medazepam overdose	X61.99
intentional oxazepam overdose	X61.99
intentional prazepam overdose	X61.99
intentional midazolam overdose	X61.99
intentional lorazepam overdose	X61.99
intentional meprobamate overdose	X61.99
intentional chloral hydrate overdose	X61.99
intentional dichloralphenazone overdose	X61.99
intentional buspirone overdose	X61.99
intentional chlormethiazole overdose	X61.99
intentional clomethiazole overdose	X61.99
intentional sulpiride overdose	X61.99
intentional loxapine overdose	X61.99
intentional clozapine overdose	X61.99
intentional risperidone overdose	X61.99
intentional tetrabenazine overdose	X61.99
intentional benperidol overdose	X61.99
intentional trifluperidol overdose	X61.99
intentional haloperidol overdose	X61.99
intentional droperidol overdose	X61.99
intentional pimozide overdose	X61.99
intentional fluspirilene overdose	X61.99
intentional flupenthixol decanoate overdose	X61.99
intentional flupentixol decanoate overdose	X61.99
intentional zuclopenthixol decanoate overdose	X61.99
intentional flupenthixol overdose	X61.99
intentional flupentixol overdose	X61.99
intentional oxypertine overdose	X61.99
intentional remoxipride overdose	X61.99
intentional selegiline overdose	X61.99
intentional hydroxyzine overdose	X61.99
intentional overdose of tricyclic antidepressant	X61.99
intentional overdose of MDMA (methylenedioxymethamphetamine)	X61.99
intentional poisoning caused by methylenedioxymethamphetamine	X61.99
intentional poisoning caused by MDMA (methylenedioxymethamphetamine)	X61.99
abuse by cyberbullying	Y07.99
elder sexual abuse	Y07.99
sexual abuse of elderly person	Y07.99
adult abuse	Y07.99
abuse of adult	Y07.99
psychological abuse	Y07.99
sexual abuse	Y07.99
SA - Sexual abuse	Y07.99
SA	Y07.99
contact sexual abuse of child	Y07.99
incestuous child concubinage	Y07.99
physical abuse of elderly person	Y07.99
abuse of disabled person	Y07.99
physical abuse of disabled person	Y07.99
sexual abuse of disabled person	Y07.99
emotional abuse of disabled person	Y07.99
assault by torture with electric current	Y07.99
psychological abuse of adult	Y07.99
mental abuse of adult	Y07.99
slap mark	Y07.99
slapping other person	Y07.99
punishing with pain	Y07.99
cruel with pain	Y07.99
domestic ill-treatment	Y07.99
emotional abuse	Y07.99
emotional abuse of adult	Y07.99
emotional abuse of child	Y07.99
emotional maltreatment of child	Y07.99
physical abuse of adult	Y07.99
physical child abuse	Y07.99
physical abuse of child	Y07.99
domestic violence	Y07.99
domestic abuse of adult	Y07.99
child concubinage	Y07.99
abuse	Y07.99
child abuse	Y07.99
physical abuse	Y07.99
sexual abuse of adult	Y07.99
incest	Y07.99
non-domestic physical abuse of adult	Y07.99
non-incestuous child concubinage	Y07.99
domestic sexual abuse	Y07.99
domestic physical abuse	Y07.99
child sex abuse	Y07.99
CSA - Child sexual abuse	Y07.99
child sexual abuse	Y07.99
sexual abuse of child	Y07.99
CSA	Y07.99
psychologically abused woman	Y07.99
psychologically battered woman	Y07.99
psychologically abused parent	Y07.99
psychologically abused elder	Y07.99
psychologically abused elderly person	Y07.99
family history of aneurysm of blood vessel of brain	Z82.4
family history of sudden cardiac death	Z82.4
family history of congenital long QT syndrome	Z82.4
family history: premature coronary heart disease	Z82.4
FH: premature coronary heart disease	Z82.4
family history: Hypertension	Z82.4
FH: Hypertension	Z82.4
family history of hypertension	Z82.4
FH: Atherosclerosis	Z82.4
family history of atherosclerosis	Z82.4
family history of transient ischemic attack	Z82.4
FH: TIA	Z82.4
family history: Congenital heart disease	Z82.4
FH: Congen heart disease	Z82.4
FH: Congenital heart disease	Z82.4
family history: Raised blood pressure in pregnancy	Z82.4
FH: Raised B.P. in pregnancy	Z82.4
history of esophageal varices	Z82.4
history of oesophageal varices	Z82.4
history of cerebrovascular accident due to ischemia	Z82.4
history of ischaemic cerebrovascular accident	Z82.4
history of ischemic cerebrovascular accident	Z82.4
family history: Cardiovascular disease	Z82.4
FH: CVS disorder	Z82.4
FH: Cardiovascular disease	Z82.4
family history of cardiovascular disease	Z82.4
family history: Ischemic heart disease at less than 60 years	Z82.4
FH: Ischaemic heart disease at less than 60 years	Z82.4
FH: Ischemic heart disease at less than 60 years	Z82.4
family history: Ischaemic heart disease at less than 60 years	Z82.4
family history: Ischemic heart disease at greater than 60 years	Z82.4
FH: Ischaemic heart disease at greater than 60 years	Z82.4
FH: Ischemic heart disease at greater than 60 years	Z82.4
family history: Ischaemic heart disease at greater than 60 years	Z82.4
family history: Myocardial infarction	Z82.4
FH: Myocardial infarction	Z82.4
family history of myocardial infarction	Z82.4
FH: cardiac disorder	Z82.4
FH: heart disorder	Z82.4
family history: Angina	Z82.4
FH: Angina	Z82.4
family history: Myocardial infarction at less than 60	Z82.4
FH: Myocardial infarction at less than 60	Z82.4
family history: Myocardial infarction at greater than 60	Z82.4
FH: Myocardial infarction at greater than 60	Z82.4
family history: Coronary thrombosis	Z82.4
family history: Angina at greater than 60 years	Z82.4
FH: Angina at greater than 60 years	Z82.4
family history: Angina at less than 60 years	Z82.4
FH: Angina at less than 60 years	Z82.4
family history of ischemic heart disease	Z82.4
FH: Ischaemic heart disease	Z82.4
FH: Ischemic heart disease	Z82.4
family history of ischaemic heart disease	Z82.4
family history of myocardial infarction in male relative of first degree, age known	Z82.4
FH myocardial infarction male first degree age known	Z82.4
family history of myocardial infarction in male relative of first degree, age unknown	Z82.4
FH myocardial infarction male first degree age unknown	Z82.4
family history of myocardial infarction in female relative of first degree, age known	Z82.4
FH myocardial infarction female first degree age known	Z82.4
family history of myocardial infarction in female relative of first degree, age unknown	Z82.4
FH myocardial infarction female first degree age unknown	Z82.4
FH angina male first degree age known	Z82.4
family history of angina in male relative of first degree, age unknown	Z82.4
FH angina male first degree age unknown	Z82.4
family history of angina in female relative of first degree, age known	Z82.4
FH angina female first degree age known	Z82.4
family history of angina in female relative of first degree, age unknown	Z82.4
FH angina female first degree age unknown	Z82.4
family history: Cardiomyopathy	Z82.4
FH: Cardiomyopathy	Z82.4
family history: Aortic aneurysm	Z82.4
family history: Angina in 1st degree female relative <65 years	Z82.4
family history of myocardial infarct in first degree female relative less than 65 years of age	Z82.4
family history: Myocardial infarct in first degree male relative less than 55 years	Z82.4
FH: Myocardial infarct in 1st degree male relative <55 years	Z82.4
family history: Myocardial infarct in 1st degree male relative <55 years	Z82.4
family history: Myocardial infarct in first degree male relative 55 years	Z82.4
family history: Angina in first degree male relative less than 55 years	Z82.4
FH: Angina in 1st degree male relative <55 years	Z82.4
family history: Angina in 1st degree male relative <55 years	Z82.4
family history: Angina in first degree male relative 55 years	Z82.4
family history: angina grandparent	Z82.4
FH: angina grandparent	Z82.4
family history of stenosis of aortic valve	Z82.4
family history of aortic stenosis	Z82.4
family history of conduction disorder of the heart	Z82.4
family history of heart failure	Z82.4
family history of endocarditis	Z82.4
family history of coronary artery disease	Z82.4
family history of aneurysm of artery	Z82.4
family history of arterial aneurysm	Z82.4
family history of dissection of aorta	Z82.4
family history of aortic dissection	Z82.4
family history of Raynaud phenomenon	Z82.4
family history of thromboembolic disorder	Z82.4
family history of mitral valve regurgitation	Z82.4
family history of mitral regurgitation	Z82.4
family history of aneurysm of thoracic aorta	Z82.4
family history of rheumatic fever	Z82.4
family history of pulmonary embolism	Z82.4
family history of syncope	Z82.4
family history of atrial fibrillation	Z82.4
family history of congestive heart failure	Z82.4
family history of ventricular premature beats	Z82.4
family history of premature ventricular contractions	Z82.4
family history of cardiovascular disease in first degree female relative less than 65 years of age	Z82.4
family history of cardiovascular disease (CVD) in first degree female relative less than 65 years of age	Z82.4
family history of myocarditis	Z82.4
family history of cardiovascular disease in first degree male relative less than 55 years of age	Z82.4
family history of cardiac arrhythmia	Z82.4
family history of long QT syndrome	Z82.4
family history of disorder of vein	Z82.4
family history of aneurysm of abdominal aorta	Z82.4
history of ischemic colitis	Z87.1
history of ischaemic colitis	Z87.1
history of Crohns disease	Z87.1
history of diverticulitis	Z87.1
history of esophageal ulcer	Z87.1
history of oesophageal ulcer	Z87.1
history of pyloric channel ulcer	Z87.1
history of rectal ulcer	Z87.1
history of ulcer of rectum	Z87.1
history of gastrojejunal ulcer	Z87.1
history of Barrett's esophagus	Z87.1
H/O: appendicitis	Z87.1
history of abdominal hernia	Z87.1
H/O: abdominal hernia	Z87.1
H/O: liver disease	Z87.1
history of haematemesis	Z87.1
history of melena	Z87.1
history of melaena	Z87.1
history of terminal esophageal web	Z87.1
history of Schatzkis ring	Z87.1
history of terminal oesophageal web	Z87.1
history of hemorrhoid	Z87.1
history of haemorrhoid	Z87.1
history of rectal bleeding	Z87.1
history of rectal haemorrhage	Z87.1
history of rectal hemorrhage	Z87.1
history of alcoholic hepatitis	Z87.1
history of stricture of esophagus	Z87.1
history of stricture of oesophagus	Z87.1
history of acalculous cholecystitis	Z87.1
healed gastric ulcer leaving a scar	Z87.1
liver abscess and sequelae of chronic liver disease	Z87.1
healed gastric ulcer	Z87.1
history of gastrointestinal disease	Z87.1
H/O: gastrointestinal disease	Z87.1
H/O: intestinal disease	Z87.1
